ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
1130.2,192.0.2.27,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
1138.3,192.0.2.24,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1179.8,192.0.2.24,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
1186.0,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
1190.7,192.0.2.23,198.51.100.10,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
1219.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1325.9,192.0.2.24,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
1326.8,192.0.2.30,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1330.5,192.0.2.11,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
1334.0,192.0.2.27,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
1385.4,192.0.2.30,198.51.100.10,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
1393.6,192.0.2.19,198.51.100.12,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
1403.8,192.0.2.23,198.51.100.12,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
1413.8,192.0.2.23,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
1444.4,192.0.2.22,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
1453.6,192.0.2.18,198.51.100.10,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
1526.7,192.0.2.27,198.51.100.11,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
1582.5,192.0.2.24,198.51.100.10,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
1587.5,192.0.2.19,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1601.2,192.0.2.18,198.51.100.10,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
1620.8,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
1647.9,192.0.2.23,198.51.100.12,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
1655.5,192.0.2.11,198.51.100.13,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
1655.9,192.0.2.27,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
1685.3,192.0.2.19,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
1709.5,192.0.2.23,198.51.100.10,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
1732.8,192.0.2.30,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1788.4,192.0.2.19,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
1816.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1830.8,192.0.2.18,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1886.4,192.0.2.24,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
1889.6,192.0.2.11,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1904.0,192.0.2.22,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
1915.7,192.0.2.11,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1932.8,192.0.2.27,198.51.100.11,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
1978.1,192.0.2.23,198.51.100.13,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
1984.3,192.0.2.18,198.51.100.12,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
2028.1,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2050.0,192.0.2.30,198.51.100.13,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2053.1,192.0.2.19,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2083.1,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2092.9,192.0.2.22,198.51.100.12,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
2162.3,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2194.1,192.0.2.24,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2243.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2266.9,192.0.2.11,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
2293.6,192.0.2.18,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
2298.9,192.0.2.23,198.51.100.11,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
2300.5,192.0.2.27,198.51.100.11,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
2324.0,192.0.2.30,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
2338.6,192.0.2.24,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2344.1,192.0.2.22,198.51.100.13,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
2350.5,192.0.2.19,198.51.100.12,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
2372.8,192.0.2.11,198.51.100.11,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
2408.1,192.0.2.23,198.51.100.11,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
2421.0,192.0.2.18,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
2422.8,192.0.2.27,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
2555.7,192.0.2.30,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
2562.1,192.0.2.22,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
2581.1,192.0.2.11,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
2585.9,192.0.2.27,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
2608.3,192.0.2.19,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
2611.5,192.0.2.19,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2657.6,192.0.2.18,198.51.100.12,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
2670.9,192.0.2.24,198.51.100.11,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
2727.3,192.0.2.27,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
2763.0,192.0.2.23,198.51.100.13,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
2804.5,192.0.2.11,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
2831.3,192.0.2.22,198.51.100.11,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
2840.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2843.5,192.0.2.18,198.51.100.10,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
2854.8,192.0.2.18,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2898.7,192.0.2.27,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
2913.6,192.0.2.11,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2922.2,192.0.2.19,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
2941.4,192.0.2.11,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2950.1,192.0.2.23,198.51.100.13,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2975.7,192.0.2.24,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
3008.5,192.0.2.30,198.51.100.13,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
3024.5,192.0.2.27,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
3052.1,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3107.1,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
3122.6,192.0.2.22,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
3162.2,192.0.2.19,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
3178.4,192.0.2.23,198.51.100.11,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
3186.3,192.0.2.24,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3200.8,192.0.2.18,198.51.100.10,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
3203.6,192.0.2.24,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3219.5,192.0.2.27,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
3237.7,192.0.2.30,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
3267.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3337.4,192.0.2.24,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
3365.0,192.0.2.23,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
3375.2,192.0.2.11,198.51.100.10,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
3380.8,192.0.2.19,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
3429.8,192.0.2.27,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
3455.7,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
3472.0,192.0.2.30,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
3474.8,192.0.2.22,198.51.100.11,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
3516.8,192.0.2.18,198.51.100.12,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
3522.4,192.0.2.30,198.51.100.13,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
3539.1,192.0.2.24,198.51.100.11,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
3553.0,192.0.2.19,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3581.9,192.0.2.11,198.51.100.12,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
3631.8,192.0.2.27,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
3635.5,192.0.2.19,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3644.4,192.0.2.18,198.51.100.10,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
3692.3,192.0.2.18,198.51.100.13,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
3711.1,192.0.2.22,198.51.100.12,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
3747.5,192.0.2.30,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
3754.6,192.0.2.23,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
3760.1,192.0.2.30,198.51.100.12,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
3805.3,192.0.2.24,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3822.6,192.0.2.18,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
3861.7,192.0.2.19,198.51.100.12,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
3864.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3865.5,192.0.2.27,198.51.100.11,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
3878.8,192.0.2.18,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3907.0,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
3937.6,192.0.2.11,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3954.1,192.0.2.24,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
3956.0,192.0.2.11,198.51.100.13,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
4025.5,192.0.2.11,198.51.100.11,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
4076.1,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
4078.1,192.0.2.23,198.51.100.10,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
4102.0,192.0.2.30,198.51.100.11,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
4107.1,192.0.2.22,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
4127.2,192.0.2.27,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
4131.1,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
4157.8,192.0.2.18,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
4182.0,192.0.2.19,198.51.100.10,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
4210.3,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
4227.0,192.0.2.11,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
4279.2,192.0.2.24,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
4291.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
4305.6,192.0.2.23,198.51.100.13,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
4325.5,192.0.2.22,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
4350.6,192.0.2.27,198.51.100.10,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
4420.5,192.0.2.11,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
4422.8,192.0.2.18,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
4442.4,192.0.2.30,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
4467.1,192.0.2.19,198.51.100.13,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
4467.5,192.0.2.24,198.51.100.13,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
4578.8,192.0.2.11,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
4594.1,192.0.2.24,198.51.100.13,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
4601.4,192.0.2.22,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
4630.6,192.0.2.30,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
4631.4,192.0.2.27,198.51.100.13,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
4640.2,192.0.2.23,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
4659.5,192.0.2.19,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
4722.0,192.0.2.19,198.51.100.11,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
4725.5,192.0.2.18,198.51.100.11,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
4735.9,192.0.2.24,198.51.100.13,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
4830.0,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
4888.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
4896.6,192.0.2.18,198.51.100.10,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
4902.8,192.0.2.18,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
4905.4,192.0.2.11,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
4924.0,192.0.2.30,198.51.100.10,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
4953.6,192.0.2.27,198.51.100.13,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
4961.6,192.0.2.11,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
5001.0,192.0.2.22,198.51.100.12,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
5004.5,192.0.2.19,198.51.100.10,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
5022.3,192.0.2.24,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
5062.6,192.0.2.23,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
5100.1,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
5120.1,192.0.2.18,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
5121.1,192.0.2.11,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
5151.3,192.0.2.24,198.51.100.10,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
5155.1,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
5162.9,192.0.2.30,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
5230.6,192.0.2.27,198.51.100.13,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
5234.3,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
5262.4,192.0.2.18,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
5275.2,192.0.2.11,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
5287.3,192.0.2.19,198.51.100.11,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
5315.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
5333.2,192.0.2.22,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
5333.4,192.0.2.24,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
5343.4,192.0.2.24,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
5356.2,192.0.2.23,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
5364.9,192.0.2.30,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
5428.4,192.0.2.18,198.51.100.10,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
5470.9,192.0.2.24,198.51.100.13,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
5473.1,192.0.2.19,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
5507.1,192.0.2.18,198.51.100.11,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
5517.3,192.0.2.27,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
