ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
1062.1,192.0.2.22,198.51.100.11,443,tcp,http,cdn.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1062.2,192.0.2.22,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
1078.0,192.0.2.30,198.51.100.12,443,tcp,http,updates.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1078.2,192.0.2.28,198.51.100.11,443,tcp,http,updates.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1110.2,192.0.2.22,198.51.100.11,443,tcp,http,static.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1113.5,192.0.2.30,198.51.100.12,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1120.8,192.0.2.30,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1121.6,192.0.2.21,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
1124.1,192.0.2.28,198.51.100.13,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1127.2,192.0.2.30,198.51.100.10,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
1150.1,192.0.2.30,198.51.100.10,443,tcp,http,api.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1150.8,192.0.2.17,198.51.100.11,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
1165.0,192.0.2.22,198.51.100.13,443,tcp,http,static.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1167.9,192.0.2.28,198.51.100.10,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1190.3,192.0.2.23,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
1199.6,192.0.2.28,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1203.8,192.0.2.30,198.51.100.13,443,tcp,http,cdn.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1213.3,192.0.2.22,198.51.100.13,443,tcp,http,api.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1219.6,192.0.2.28,198.51.100.13,443,tcp,http,cdn.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1234.0,192.0.2.26,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1243.5,192.0.2.30,198.51.100.13,443,tcp,http,cdn.example,203.0.113.13,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1257.2,192.0.2.16,198.51.100.13,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
1258.7,192.0.2.22,198.51.100.10,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1272.2,192.0.2.21,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1276.4,192.0.2.28,198.51.100.10,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1282.6,192.0.2.30,198.51.100.10,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1294.3,192.0.2.22,198.51.100.12,443,tcp,http,static.example,203.0.113.13,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1316.5,192.0.2.30,198.51.100.12,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
1325.8,192.0.2.28,198.51.100.10,443,tcp,http,cdn.example,203.0.113.12,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1341.9,192.0.2.22,198.51.100.10,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1348.0,192.0.2.28,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
1356.3,192.0.2.21,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
1358.4,192.0.2.22,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
1364.1,192.0.2.28,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
1367.0,192.0.2.28,198.51.100.11,443,tcp,http,updates.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1395.9,192.0.2.26,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1430.4,192.0.2.23,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1446.9,192.0.2.26,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
1447.3,192.0.2.28,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1449.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1451.9,192.0.2.17,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
1519.8,192.0.2.16,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
1535.6,192.0.2.22,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
1565.5,192.0.2.21,198.51.100.13,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
1579.5,192.0.2.17,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1581.3,192.0.2.28,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1600.2,192.0.2.28,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1602.6,192.0.2.26,198.51.100.12,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
1621.9,192.0.2.22,198.51.100.10,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
1660.6,192.0.2.30,198.51.100.13,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
1714.5,192.0.2.23,198.51.100.11,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
1736.2,192.0.2.16,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1790.5,192.0.2.22,198.51.100.12,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
1815.0,192.0.2.17,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1825.1,192.0.2.26,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
1855.4,192.0.2.17,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
1866.8,192.0.2.21,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
1874.3,192.0.2.16,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1879.5,192.0.2.23,198.51.100.11,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
1940.1,192.0.2.28,198.51.100.12,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
1953.9,192.0.2.26,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1962.2,192.0.2.30,198.51.100.10,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
2015.0,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2048.6,192.0.2.16,198.51.100.12,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
2086.4,192.0.2.26,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
2106.7,192.0.2.23,198.51.100.12,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2112.8,192.0.2.22,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
2129.5,192.0.2.21,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
2141.0,192.0.2.26,198.51.100.11,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
2144.8,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2161.6,192.0.2.17,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
2163.1,192.0.2.28,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
2171.6,192.0.2.16,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
2234.7,192.0.2.30,198.51.100.10,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
2296.2,192.0.2.21,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2301.2,192.0.2.22,198.51.100.10,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2344.0,192.0.2.21,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
2350.0,192.0.2.23,198.51.100.11,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
2408.9,192.0.2.30,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2419.9,192.0.2.26,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2435.8,192.0.2.26,198.51.100.13,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
2437.4,192.0.2.16,198.51.100.12,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
2443.4,192.0.2.28,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
2473.3,192.0.2.23,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2514.7,192.0.2.22,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
2515.8,192.0.2.17,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
2624.2,192.0.2.28,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2656.1,192.0.2.16,198.51.100.10,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2658.9,192.0.2.22,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
2679.1,192.0.2.30,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
2685.3,192.0.2.28,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
2699.3,192.0.2.23,198.51.100.12,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
2705.5,192.0.2.21,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
2766.9,192.0.2.28,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
