ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
749.9,192.0.2.11,198.51.100.12,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
767.3,192.0.2.14,198.51.100.13,443,tcp,http,assets.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
768.5,192.0.2.27,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
773.1,192.0.2.19,198.51.100.10,443,tcp,http,cdn.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
790.9,192.0.2.12,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
796.6,192.0.2.18,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
801.6,192.0.2.11,198.51.100.13,443,tcp,http,assets.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
802.3,192.0.2.14,198.51.100.11,443,tcp,http,cdn.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
818.8,192.0.2.19,198.51.100.12,443,tcp,http,cdn.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
826.2,192.0.2.11,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
837.5,192.0.2.11,198.51.100.13,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
846.5,192.0.2.14,198.51.100.11,443,tcp,http,updates.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
865.3,192.0.2.19,198.51.100.10,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
892.3,192.0.2.14,198.51.100.10,443,tcp,http,static.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
894.1,192.0.2.11,198.51.100.11,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
902.7,192.0.2.19,198.51.100.12,443,tcp,http,assets.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
922.9,192.0.2.14,198.51.100.11,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
938.9,192.0.2.19,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
940.1,192.0.2.18,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
941.2,192.0.2.11,198.51.100.12,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
945.9,192.0.2.14,198.51.100.12,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
948.5,192.0.2.19,198.51.100.11,443,tcp,http,updates.example,203.0.113.14,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
959.5,192.0.2.27,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
984.7,192.0.2.11,198.51.100.11,443,tcp,http,assets.example,203.0.113.14,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
988.6,192.0.2.14,198.51.100.12,443,tcp,http,cdn.example,203.0.113.14,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
991.9,192.0.2.19,198.51.100.10,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1008.7,192.0.2.18,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
1025.1,192.0.2.11,198.51.100.10,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1031.5,192.0.2.11,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1034.4,192.0.2.13,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
1034.5,192.0.2.14,198.51.100.11,443,tcp,http,updates.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
1035.6,192.0.2.12,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1037.6,192.0.2.19,198.51.100.11,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1077.2,192.0.2.14,198.51.100.12,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1077.5,192.0.2.11,198.51.100.13,443,tcp,http,assets.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1082.0,192.0.2.19,198.51.100.12,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1110.9,192.0.2.22,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1114.1,192.0.2.11,198.51.100.12,443,tcp,http,assets.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1121.5,192.0.2.14,198.51.100.13,443,tcp,http,cdn.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
1122.8,192.0.2.19,198.51.100.10,443,tcp,http,assets.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
1150.8,192.0.2.13,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1151.9,192.0.2.11,198.51.100.11,443,tcp,http,cdn.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
1157.3,192.0.2.19,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
1158.6,192.0.2.19,198.51.100.10,443,tcp,http,static.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1168.0,192.0.2.14,198.51.100.11,443,tcp,http,static.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1189.8,192.0.2.11,198.51.100.10,443,tcp,http,updates.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1201.7,192.0.2.14,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
1207.7,192.0.2.14,198.51.100.10,443,tcp,http,api.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1209.3,192.0.2.19,198.51.100.13,443,tcp,http,static.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1223.2,192.0.2.18,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
1233.3,192.0.2.11,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
1242.9,192.0.2.11,198.51.100.12,443,tcp,http,cdn.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
1243.9,192.0.2.22,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1252.4,192.0.2.19,198.51.100.11,443,tcp,http,updates.example,203.0.113.10,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1262.0,192.0.2.14,198.51.100.13,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
1286.5,192.0.2.11,198.51.100.13,443,tcp,http,assets.example,203.0.113.14,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1299.2,192.0.2.19,198.51.100.11,443,tcp,http,api.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
1309.2,192.0.2.14,198.51.100.11,443,tcp,http,api.example,203.0.113.14,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
1334.7,192.0.2.11,198.51.100.12,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1340.1,192.0.2.27,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
1353.5,192.0.2.14,198.51.100.12,443,tcp,http,assets.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
1358.0,192.0.2.22,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1363.6,192.0.2.13,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
1364.0,192.0.2.14,198.51.100.10,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
1369.7,192.0.2.19,198.51.100.13,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
1432.2,192.0.2.11,198.51.100.11,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
1444.1,192.0.2.12,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
1480.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1579.8,192.0.2.18,198.51.100.10,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
1589.8,192.0.2.27,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
1590.7,192.0.2.13,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1609.5,192.0.2.12,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1615.7,192.0.2.22,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1645.8,192.0.2.14,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1681.0,192.0.2.12,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
1681.6,192.0.2.11,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
1700.7,192.0.2.19,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
1706.3,192.0.2.27,198.51.100.10,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
1739.9,192.0.2.22,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1749.2,192.0.2.19,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1764.3,192.0.2.14,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1817.7,192.0.2.11,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1827.8,192.0.2.13,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1850.2,192.0.2.11,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1902.9,192.0.2.22,198.51.100.11,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
1907.5,192.0.2.27,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
1942.7,192.0.2.12,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
1946.1,192.0.2.18,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
1964.1,192.0.2.18,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2008.6,192.0.2.14,198.51.100.10,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2035.4,192.0.2.19,198.51.100.13,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
2052.7,192.0.2.27,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
2136.5,192.0.2.13,198.51.100.12,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
2144.1,192.0.2.11,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
2158.6,192.0.2.22,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2174.8,192.0.2.13,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2218.2,192.0.2.19,198.51.100.11,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
2267.9,192.0.2.22,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2290.2,192.0.2.18,198.51.100.11,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
2306.5,192.0.2.14,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
2331.0,192.0.2.27,198.51.100.13,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
2336.1,192.0.2.22,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2362.9,192.0.2.12,198.51.100.12,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
2365.0,192.0.2.11,198.51.100.11,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
2406.9,192.0.2.19,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2485.0,192.0.2.18,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
2497.0,192.0.2.13,198.51.100.13,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
2504.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2536.9,192.0.2.22,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
2557.3,192.0.2.11,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2615.9,192.0.2.27,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
2619.0,192.0.2.13,198.51.100.10,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
2633.5,192.0.2.12,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2648.8,192.0.2.14,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
2668.2,192.0.2.12,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2694.6,192.0.2.18,198.51.100.11,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
2714.5,192.0.2.19,198.51.100.13,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
2740.8,192.0.2.22,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
2748.7,192.0.2.11,198.51.100.13,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
2773.2,192.0.2.19,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
