ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
221.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
247.2,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=165189169,ransom-famil,ransomware,malicious
277.7,192.0.2.21,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=253902054,ransom-famil,ransomware,malicious
291.8,192.0.2.27,198.51.100.13,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
293.5,192.0.2.24,198.51.100.11,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
326.0,192.0.2.12,198.51.100.10,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
340.6,192.0.2.19,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
348.2,192.0.2.19,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
359.1,192.0.2.21,198.51.100.13,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
366.9,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=126453435,ransom-famil,ransomware,malicious
397.5,192.0.2.21,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=178533621,ransom-famil,ransomware,malicious
403.6,192.0.2.12,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
412.0,192.0.2.23,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
413.8,192.0.2.13,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
417.4,192.0.2.27,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
420.7,192.0.2.15,198.51.100.10,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
486.0,192.0.2.15,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=363802743,ransom-famil,ransomware,malicious
517.2,192.0.2.21,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=994562969,ransom-famil,ransomware,malicious
545.6,192.0.2.19,198.51.100.11,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
557.9,192.0.2.21,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
571.0,192.0.2.12,198.51.100.12,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
576.5,192.0.2.24,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
605.4,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=098050624,ransom-famil,ransomware,malicious
627.6,192.0.2.13,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
638.3,192.0.2.21,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=998511667,ransom-famil,ransomware,malicious
645.6,192.0.2.27,198.51.100.10,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
655.6,192.0.2.27,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
657.7,192.0.2.15,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
665.6,192.0.2.27,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
667.1,192.0.2.23,198.51.100.13,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
682.5,192.0.2.15,198.51.100.12,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
718.1,192.0.2.21,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
724.5,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=969519760,ransom-famil,ransomware,malicious
725.9,192.0.2.12,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
756.0,192.0.2.21,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=057089587,ransom-famil,ransomware,malicious
785.2,192.0.2.13,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
786.5,192.0.2.24,198.51.100.12,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
791.7,192.0.2.19,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
800.8,192.0.2.21,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
842.9,192.0.2.15,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=985001790,ransom-famil,ransomware,malicious
854.8,192.0.2.12,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
875.9,192.0.2.21,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=540346874,ransom-famil,ransomware,malicious
953.8,192.0.2.12,198.51.100.11,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
963.5,192.0.2.15,198.51.100.13,443,tcp,http,checkin.example,checkin.example,/gate?id=957577794,ransom-famil,ransomware,malicious
993.2,192.0.2.23,198.51.100.11,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
994.4,192.0.2.21,198.51.100.12,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
996.3,192.0.2.21,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=262614881,ransom-famil,ransomware,malicious
1000.1,192.0.2.15,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
1027.8,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1031.0,192.0.2.27,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
1041.7,192.0.2.13,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1051.5,192.0.2.13,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
1063.0,192.0.2.24,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/api/v1/me,browser-chro,benign,clean
1082.3,192.0.2.15,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=290089592,ransom-famil,ransomware,malicious
1109.8,192.0.2.23,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1111.1,192.0.2.21,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1115.0,192.0.2.21,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=027668504,ransom-famil,ransomware,malicious
1118.6,192.0.2.19,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
1136.0,192.0.2.27,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
1203.1,192.0.2.15,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=746023671,ransom-famil,ransomware,malicious
1211.4,192.0.2.21,198.51.100.11,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
1236.2,192.0.2.21,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=974751453,ransom-famil,ransomware,malicious
1245.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1247.2,192.0.2.23,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
1250.9,192.0.2.15,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
1287.0,192.0.2.12,198.51.100.10,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
1287.5,192.0.2.13,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
1309.0,192.0.2.27,198.51.100.12,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
1321.5,192.0.2.15,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=756468289,ransom-famil,ransomware,malicious
1340.7,192.0.2.24,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
1355.0,192.0.2.21,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=480593591,ransom-famil,ransomware,malicious
1364.6,192.0.2.19,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1385.9,192.0.2.19,198.51.100.13,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
1437.1,192.0.2.21,198.51.100.10,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
1437.2,192.0.2.23,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1442.4,192.0.2.15,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=190485679,ransom-famil,ransomware,malicious
1447.4,192.0.2.12,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
1474.4,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=597301963,ransom-famil,ransomware,malicious
1480.4,192.0.2.27,198.51.100.12,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
1484.2,192.0.2.13,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
1554.2,192.0.2.24,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
1561.1,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=736860533,ransom-famil,ransomware,malicious
1594.7,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=516023122,ransom-famil,ransomware,malicious
1608.4,192.0.2.15,198.51.100.11,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
1681.7,192.0.2.15,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
1682.0,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=756236075,ransom-famil,ransomware,malicious
1693.9,192.0.2.23,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
1695.2,192.0.2.24,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
1695.8,192.0.2.21,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
1705.2,192.0.2.27,198.51.100.13,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
1706.6,192.0.2.19,198.51.100.10,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
1712.5,192.0.2.21,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=719863838,ransom-famil,ransomware,malicious
1730.7,192.0.2.13,198.51.100.10,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
1748.1,192.0.2.15,198.51.100.13,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
1776.2,192.0.2.12,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
1802.3,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=064586219,ransom-famil,ransomware,malicious
1833.6,192.0.2.21,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=999662774,ransom-famil,ransomware,malicious
1878.8,192.0.2.12,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
1878.8,192.0.2.13,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
1885.0,192.0.2.23,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
1922.7,192.0.2.15,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=829488717,ransom-famil,ransomware,malicious
1942.6,192.0.2.19,198.51.100.11,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
1954.0,192.0.2.21,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=066209689,ransom-famil,ransomware,malicious
2001.8,192.0.2.24,198.51.100.11,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
2043.4,192.0.2.15,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=999146993,ransom-famil,ransomware,malicious
2051.8,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2065.7,192.0.2.13,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2074.8,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=770590724,ransom-famil,ransomware,malicious
2090.1,192.0.2.21,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
2099.1,192.0.2.12,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
2122.2,192.0.2.27,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
2133.8,192.0.2.23,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2135.1,192.0.2.21,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2154.2,192.0.2.15,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
2162.3,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=060720314,ransom-famil,ransomware,malicious
2164.6,192.0.2.19,198.51.100.10,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
2186.3,192.0.2.13,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
2193.3,192.0.2.21,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=802251793,ransom-famil,ransomware,malicious
2269.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2283.4,192.0.2.15,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=231724765,ransom-famil,ransomware,malicious
2312.5,192.0.2.23,198.51.100.12,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
2312.5,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=891568130,ransom-famil,ransomware,malicious
2332.6,192.0.2.27,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2344.0,192.0.2.15,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
2373.1,192.0.2.24,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2388.6,192.0.2.19,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
2405.9,192.0.2.15,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=566513568,ransom-famil,ransomware,malicious
2426.5,192.0.2.19,198.51.100.12,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
2434.3,192.0.2.21,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=053629321,ransom-famil,ransomware,malicious
2473.0,192.0.2.12,198.51.100.11,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
2475.0,192.0.2.19,198.51.100.10,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
2520.0,192.0.2.21,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
2527.2,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=646126733,ransom-famil,ransomware,malicious
2530.7,192.0.2.13,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2554.8,192.0.2.21,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=112711424,ransom-famil,ransomware,malicious
2580.0,192.0.2.23,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
2584.2,192.0.2.27,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
2646.9,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=002495166,ransom-famil,ransomware,malicious
2669.7,192.0.2.24,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
2674.6,192.0.2.21,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=832405144,ransom-famil,ransomware,malicious
2675.6,192.0.2.15,198.51.100.13,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
2705.7,192.0.2.15,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2732.5,192.0.2.12,198.51.100.11,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
2733.6,192.0.2.21,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
2741.1,192.0.2.19,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
2750.6,192.0.2.27,198.51.100.10,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
2767.3,192.0.2.15,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=177379302,ransom-famil,ransomware,malicious
2784.6,192.0.2.13,198.51.100.11,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
2793.2,192.0.2.24,198.51.100.10,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
2794.5,192.0.2.21,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=564287268,ransom-famil,ransomware,malicious
2882.0,192.0.2.13,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
2887.1,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=221290626,ransom-famil,ransomware,malicious
2902.8,192.0.2.12,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
2914.1,192.0.2.21,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=362583049,ransom-famil,ransomware,malicious
2921.9,192.0.2.23,198.51.100.12,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
2942.7,192.0.2.15,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
2962.5,192.0.2.24,198.51.100.10,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
3007.7,192.0.2.15,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=688172367,ransom-famil,ransomware,malicious
3018.6,192.0.2.27,198.51.100.11,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
3033.3,192.0.2.21,198.51.100.13,443,tcp,http,checkin.example,checkin.example,/gate?id=537268062,ransom-famil,ransomware,malicious
3033.8,192.0.2.21,198.51.100.13,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3035.2,192.0.2.12,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
3057.3,192.0.2.19,198.51.100.12,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
3075.8,192.0.2.24,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
3084.5,192.0.2.13,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
3089.7,192.0.2.13,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
3105.6,192.0.2.23,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
3124.2,192.0.2.19,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3129.3,192.0.2.15,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=941777689,ransom-famil,ransomware,malicious
3143.0,192.0.2.24,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
3153.4,192.0.2.27,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
3153.5,192.0.2.21,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=092354929,ransom-famil,ransomware,malicious
3157.8,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3159.1,192.0.2.21,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
3249.3,192.0.2.15,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=472390697,ransom-famil,ransomware,malicious
3263.1,192.0.2.21,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
3274.9,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=395377984,ransom-famil,ransomware,malicious
3293.9,192.0.2.27,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
3301.0,192.0.2.24,198.51.100.10,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
3307.4,192.0.2.12,198.51.100.12,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
3331.6,192.0.2.23,198.51.100.10,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
3360.5,192.0.2.19,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
3368.7,192.0.2.15,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
3369.3,192.0.2.15,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=844529630,ransom-famil,ransomware,malicious
3370.7,192.0.2.27,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
3394.2,192.0.2.21,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=357660918,ransom-famil,ransomware,malicious
3412.6,192.0.2.19,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
3421.3,192.0.2.12,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
3440.8,192.0.2.13,198.51.100.11,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
3457.3,192.0.2.21,198.51.100.10,443,tcp,http,portal.example,portal.example,/index.html,browser-chro,benign,clean
3488.8,192.0.2.15,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=906491097,ransom-famil,ransomware,malicious
3514.5,192.0.2.21,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=553093354,ransom-famil,ransomware,malicious
3526.0,192.0.2.19,198.51.100.12,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
3608.6,192.0.2.15,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=263820483,ransom-famil,ransomware,malicious
3611.0,192.0.2.21,198.51.100.10,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
3635.2,192.0.2.21,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=411877468,ransom-famil,ransomware,malicious
3635.3,192.0.2.27,198.51.100.13,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
3644.9,192.0.2.24,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
3645.5,192.0.2.23,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
3674.4,192.0.2.12,198.51.100.12,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
3683.7,192.0.2.13,198.51.100.11,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
3709.5,192.0.2.15,198.51.100.12,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
3729.0,192.0.2.15,198.51.100.13,443,tcp,http,checkin.example,checkin.example,/gate?id=336639402,ransom-famil,ransomware,malicious
3729.6,192.0.2.19,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
3729.7,192.0.2.15,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
